id,age,workclass,education,education_num,marital-status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,50K
19175,1,4,8,2,4,3,1,4,1,0,0,3,39,0
19176,2,6,8,2,4,5,1,4,1,0,0,5,39,0
19177,2,4,15,2,4,1,1,4,0,0,0,3,39,0
19178,1,4,7,2,2,12,5,4,0,0,0,2,39,0
19179,4,2,1,1,2,6,0,2,1,0,0,3,39,0
19180,4,4,3,0,2,8,0,4,1,0,0,5,26,0
19181,6,0,0,1,6,0,1,4,1,0,0,1,39,0
19182,1,4,11,2,4,4,1,4,0,0,0,4,39,0
19183,4,4,11,2,2,8,0,4,1,0,0,4,11,1
19184,1,4,9,3,4,1,1,4,0,0,0,3,2,0
19185,0,4,11,2,4,3,1,4,1,0,0,4,39,0
19186,1,4,9,3,3,12,1,4,0,0,0,4,39,0
19187,1,4,5,0,4,7,3,2,0,0,0,3,6,0
19188,5,4,9,3,2,12,0,4,1,0,0,1,39,1
19189,1,4,1,1,4,3,1,4,1,0,0,3,39,0
19190,2,4,11,2,2,7,0,2,1,0,0,3,39,0
19191,0,4,2,1,4,6,3,4,1,0,0,1,39,0
19192,1,4,11,2,4,7,1,4,1,0,0,3,39,0
19193,1,4,14,3,4,10,1,4,1,0,0,4,39,0
19194,3,2,9,3,2,11,5,2,0,1,0,3,39,1
19195,5,4,11,2,2,14,0,4,1,0,0,1,39,0
19196,5,5,11,2,6,12,1,4,0,0,0,1,39,0
19197,1,4,15,2,2,12,0,4,1,0,0,3,39,0
19198,2,4,11,2,5,7,4,4,1,0,0,3,39,0
19199,2,4,10,3,2,10,0,4,1,0,0,3,39,1
19200,2,4,11,2,0,1,3,4,0,0,0,3,39,0
19201,1,4,9,3,4,10,3,1,1,0,0,3,36,0
19202,4,2,15,2,6,1,1,4,0,0,0,2,39,0
19203,3,4,15,2,2,1,5,4,0,0,0,3,39,1
19204,1,4,11,2,2,3,0,0,1,0,0,3,39,0
19205,4,4,15,2,2,4,0,4,1,0,0,3,39,1
19206,1,4,11,2,4,14,1,3,1,0,0,3,39,0
19207,0,4,0,1,4,8,3,4,0,0,0,2,39,0
19208,3,7,15,2,4,8,3,2,0,0,0,3,39,0
19209,3,4,9,3,0,4,1,4,1,0,0,3,39,1
19210,1,4,15,2,4,10,3,4,0,1,0,3,39,0
19211,0,6,11,2,2,8,5,4,0,0,0,3,39,0
19212,0,4,1,1,4,8,3,4,1,0,1,1,39,0
19213,6,4,15,2,0,12,4,2,0,0,0,3,39,0
19214,1,4,15,2,4,3,1,4,1,0,0,3,39,0
19215,3,4,9,3,2,10,0,4,1,0,0,3,39,1
19216,0,6,15,2,4,5,3,4,1,0,0,4,39,0
19217,5,4,11,2,2,14,0,4,1,0,0,3,39,0
19218,1,1,7,2,4,4,4,4,0,0,0,3,39,0
19219,1,4,15,2,4,13,1,4,1,0,0,5,39,0
19220,2,4,7,2,2,12,0,4,1,0,1,4,39,1
19221,4,4,11,2,2,12,0,4,1,0,0,2,39,0
19222,1,2,15,2,4,11,1,2,1,0,1,3,39,0
19223,3,4,11,2,5,1,4,4,0,1,0,3,39,0
19224,6,4,11,2,6,8,2,4,0,0,0,3,39,0
19225,1,4,4,0,4,7,2,4,1,0,0,3,26,0
19226,2,4,12,3,4,4,1,4,1,0,0,3,39,1
19227,2,4,11,2,2,7,0,4,1,0,0,3,39,0
19228,1,4,11,2,2,3,0,4,1,1,0,3,39,0
19229,4,4,11,2,0,8,4,4,0,0,0,3,39,0
19230,2,4,15,2,4,8,4,2,0,0,0,3,39,0
19231,2,0,6,1,0,0,3,0,1,0,0,3,39,0
19232,2,7,11,2,0,8,1,2,0,0,0,4,39,0
19233,2,4,15,2,4,10,3,4,0,0,0,3,39,0
19234,2,0,9,3,4,0,1,4,1,0,0,3,39,0
19235,1,4,11,2,4,1,4,2,0,0,0,3,23,0
19236,1,5,15,2,5,12,3,4,0,0,0,3,39,0
19237,0,4,0,1,4,8,3,4,0,0,1,1,39,0
19238,1,4,15,2,4,3,1,4,0,0,0,3,39,0
19239,0,4,1,1,4,8,3,4,0,0,0,2,39,0
19240,0,4,15,2,4,12,1,4,1,0,0,2,39,0
19241,5,0,11,2,2,0,0,4,1,0,0,2,39,0
19242,0,7,15,2,4,8,1,4,0,0,0,3,39,0
19243,4,4,11,2,4,8,1,2,0,0,0,3,39,0
19244,2,4,15,2,5,8,4,4,0,0,0,0,39,0
19245,3,4,15,2,0,4,1,4,1,0,0,3,39,0
19246,3,4,2,1,2,11,0,2,1,0,0,3,0,0
19247,4,4,15,2,6,4,4,4,0,0,0,3,39,0
19248,3,4,12,3,2,4,0,4,1,0,0,4,39,1
19249,1,4,1,1,4,6,3,4,1,0,0,4,39,0
19250,2,4,9,3,3,4,1,4,1,0,0,3,39,1
19251,4,5,15,2,2,14,0,4,1,0,0,3,39,1
19252,3,4,15,2,0,4,1,4,0,0,0,3,39,0
19253,4,2,11,2,2,14,0,2,1,0,0,3,39,1
19254,0,0,1,1,4,0,3,4,1,0,0,1,29,0
19255,3,2,9,3,0,4,1,4,0,0,0,3,39,1
19256,1,0,9,3,4,0,1,4,1,0,0,2,39,0
19257,1,4,9,3,4,8,4,4,1,0,0,3,0,0
19258,2,5,9,3,2,3,0,4,1,0,0,3,39,0
19259,2,7,12,3,4,10,1,4,1,0,0,3,39,0
19260,1,6,7,2,4,12,1,4,1,0,0,4,39,0
19261,1,4,11,2,2,7,0,4,1,0,0,3,39,0
19262,1,4,9,3,4,5,3,4,1,0,0,4,39,0
19263,1,4,9,3,4,12,1,4,0,0,0,3,39,0
19264,4,4,9,3,0,10,4,2,0,0,0,4,14,0
19265,4,2,12,3,2,4,0,4,1,0,0,3,39,1
19266,2,4,11,2,2,7,0,4,1,1,0,4,39,0
19267,4,4,5,0,0,7,1,4,0,0,0,3,39,0
19268,1,7,15,2,4,1,3,4,0,0,0,1,39,0
19269,0,4,11,2,4,9,2,4,0,0,0,0,39,0
19270,2,4,15,2,0,12,1,4,0,1,0,4,39,0
19271,5,5,11,2,2,4,0,4,1,1,0,4,39,1
19272,2,4,11,2,4,6,1,4,1,0,0,5,39,0
19273,1,4,9,3,2,12,0,4,1,0,0,4,39,1
19274,0,4,1,1,4,1,2,1,0,0,0,1,39,0
19275,3,2,12,3,0,10,4,2,0,0,0,3,39,0
19276,5,4,1,1,2,12,0,4,1,0,0,3,39,0
19277,1,4,11,2,4,12,1,4,0,0,0,3,39,0
19278,4,4,15,2,0,10,1,4,0,0,0,3,39,0
19279,1,4,11,2,4,6,2,4,1,0,0,2,13,0
19280,2,4,15,2,0,7,4,0,1,0,0,3,39,0
19281,3,6,11,2,0,4,4,4,0,1,0,2,39,1
19282,4,4,0,1,2,3,0,4,1,0,0,3,39,1
19283,3,4,12,3,2,10,0,4,1,1,0,5,39,1
19284,5,6,11,2,2,5,0,4,1,0,0,5,39,0
19285,3,0,11,2,0,0,4,4,0,0,0,3,39,0
19286,3,7,11,2,5,1,4,4,0,0,0,3,39,0
19287,2,4,11,2,4,1,1,4,1,0,0,3,39,0
19288,1,4,11,2,4,12,1,4,0,0,0,3,39,0
19289,3,4,12,3,4,4,1,4,1,0,0,3,39,0
19290,2,4,15,2,0,4,4,4,0,0,0,2,39,0
19291,1,4,11,2,4,6,3,4,0,0,0,3,39,0
19292,3,6,14,3,2,10,0,4,1,0,0,4,39,1
19293,3,2,12,3,2,10,0,4,1,0,0,4,39,1
19294,4,4,11,2,5,1,2,4,0,0,0,3,39,0
19295,3,4,11,2,2,3,0,4,1,0,0,3,39,1
19296,1,4,9,3,4,11,3,4,0,0,0,3,39,0
19297,5,6,11,2,2,4,0,4,1,0,0,0,39,0
19298,2,4,11,2,0,4,1,4,0,0,0,3,39,0
19299,5,6,11,2,2,5,0,4,1,1,0,5,39,1
19300,2,4,12,3,4,1,1,4,1,0,0,3,0,0
19301,2,4,11,2,2,3,0,4,1,0,0,3,39,0
19302,1,4,15,2,0,10,4,4,0,0,0,3,39,0
19303,3,5,15,2,2,4,0,4,1,0,0,3,39,0
19304,2,4,6,1,4,8,3,4,1,0,0,3,39,0
19305,5,1,9,3,0,1,1,2,0,0,0,3,39,0
19306,2,2,15,2,5,11,3,3,1,0,0,5,39,0
19307,3,6,11,2,0,12,1,4,1,0,0,3,39,0
19308,1,4,1,1,4,7,3,4,1,0,0,4,39,0
19309,2,2,11,2,0,4,1,4,1,0,0,3,39,0
19310,2,4,7,2,2,10,0,4,1,0,1,4,39,0
19311,3,7,12,3,2,10,0,4,1,0,0,4,39,1
19312,1,0,15,2,4,0,3,4,1,0,0,3,39,0
19313,1,4,7,2,4,12,1,4,1,0,0,3,39,0
19314,2,2,11,2,4,8,4,2,0,0,0,3,39,0
19315,1,7,8,2,2,11,0,4,1,0,0,3,39,1
19316,1,4,15,2,4,8,4,4,0,0,0,2,39,0
19317,1,4,15,2,4,8,1,4,0,0,0,1,0,0
19318,3,4,9,3,4,10,1,4,1,0,0,3,39,0
19319,1,0,9,3,4,0,1,4,1,0,0,4,39,0
19320,2,4,11,2,4,6,1,4,1,1,0,4,39,0
19321,1,0,0,1,4,0,3,4,0,0,0,3,39,0
19322,1,4,11,2,4,12,4,4,0,0,0,4,39,0
19323,2,6,9,3,4,12,3,1,1,0,0,5,20,0
19324,3,4,12,3,2,4,0,4,1,1,0,4,39,1
19325,5,4,7,2,0,4,1,4,0,0,0,4,39,0
19326,4,1,8,2,0,10,4,4,1,1,0,3,39,1
19327,2,7,10,3,2,10,5,4,0,1,0,3,0,1
19328,3,4,2,1,5,3,1,2,1,0,0,3,39,0
19329,3,4,11,2,0,3,2,4,1,0,0,3,39,0
19330,2,4,11,2,2,7,0,4,1,0,0,3,39,0
19331,3,4,8,2,2,3,0,4,1,0,0,3,39,0
19332,1,2,15,2,4,1,3,4,0,0,0,1,39,0
19333,1,4,6,1,2,3,0,4,1,0,0,4,39,0
19334,4,5,9,3,2,4,0,4,1,0,1,4,39,1
19335,2,7,12,3,2,10,0,4,1,0,0,7,39,0
19336,4,4,15,2,2,4,0,4,1,1,0,5,39,1
19337,3,7,11,2,5,1,4,4,0,0,0,3,39,0
19338,6,0,11,2,2,0,0,1,1,0,0,0,39,0
19339,0,4,11,2,4,8,3,4,0,0,0,2,39,0
19340,5,2,11,2,0,14,2,4,1,0,0,3,39,0
19341,1,4,15,2,4,14,3,4,0,0,0,2,39,0
19342,2,4,15,2,2,1,5,4,0,1,0,3,39,1
19343,1,4,15,2,2,12,0,4,1,0,0,4,39,0
19344,2,4,7,2,3,12,3,2,0,0,0,3,39,0
19345,1,6,11,2,4,12,4,1,0,0,0,3,39,0
19346,3,0,8,2,2,0,5,2,0,0,0,3,39,1
19347,2,4,9,3,3,3,1,4,1,0,1,4,0,1
19348,3,4,15,2,2,3,0,2,1,0,0,4,39,1
19349,4,4,9,3,2,6,1,4,1,0,0,3,22,1
19350,2,4,11,2,2,3,0,4,1,0,0,3,39,0
19351,2,4,15,2,2,3,0,4,1,0,0,4,39,0
19352,2,4,9,3,4,4,1,1,1,0,0,3,0,0
19353,1,4,7,2,2,8,5,4,0,0,0,3,33,0
19354,5,6,12,3,6,10,1,4,1,1,0,0,39,1
19355,4,4,9,3,0,10,1,4,0,1,0,4,39,1
19356,2,5,9,3,2,10,0,4,1,0,0,4,39,1
19357,2,6,11,2,2,14,0,4,1,0,1,5,39,1
19358,1,4,9,3,4,10,1,4,0,0,0,4,39,0
19359,2,4,11,2,0,13,4,4,0,0,0,4,39,0
19360,1,4,15,2,4,1,1,4,0,0,0,3,39,0
19361,1,4,1,1,0,3,4,4,0,0,0,5,39,0
19362,3,4,8,2,2,3,0,4,1,0,0,4,39,0
19363,1,4,15,2,4,13,3,4,1,0,0,2,39,0
19364,2,4,9,3,2,12,0,4,1,0,1,4,39,1
19365,2,6,15,2,2,10,5,4,0,0,0,5,39,1
19366,3,4,11,2,0,8,1,2,0,0,0,3,39,0
19367,3,4,11,2,0,3,4,4,1,0,0,3,39,0
19368,3,2,14,3,2,10,0,4,1,1,0,4,39,1
19369,3,6,11,2,2,14,0,4,1,0,0,3,39,1
19370,5,4,9,3,4,13,1,4,1,0,0,3,39,1
19371,4,4,11,2,2,3,0,4,1,1,0,3,39,1
19372,1,4,9,3,4,4,3,4,0,0,0,3,39,0
19373,2,6,11,2,4,8,4,4,1,0,0,5,39,0
19374,1,4,7,2,2,4,0,4,1,0,0,5,39,0
19375,1,4,9,3,4,12,3,4,0,0,0,1,38,0
19376,3,4,11,2,0,14,1,4,1,0,0,6,39,0
19377,2,4,11,2,5,8,1,4,0,0,0,3,39,0
19378,1,4,11,2,4,7,1,4,0,0,0,3,39,0
19379,2,4,12,3,2,10,5,4,0,1,0,2,39,1
19380,3,4,15,2,2,14,0,4,1,0,0,5,39,0
19381,0,4,0,1,4,8,3,4,1,0,0,1,39,0
19382,4,6,2,1,2,3,0,4,1,0,0,4,39,0
19383,4,4,7,2,2,3,0,4,1,0,0,3,39,1
19384,4,6,11,2,4,3,3,4,1,0,0,3,39,0
19385,3,2,8,2,4,3,1,4,1,0,0,4,39,0
19386,2,6,11,2,2,3,0,4,1,0,0,2,39,0
19387,4,6,12,3,2,4,0,4,1,0,0,4,39,0
19388,2,4,11,2,2,3,0,4,1,0,0,3,39,1
19389,5,4,6,1,4,9,1,2,0,1,0,2,39,0
19390,2,4,8,2,2,3,0,4,1,1,0,3,39,0
19391,2,4,1,1,2,3,0,4,1,0,0,3,26,0
19392,1,4,11,2,4,4,1,4,1,0,1,4,39,0
19393,2,4,11,2,0,1,4,4,0,0,0,3,26,0
19394,2,2,11,2,4,3,1,4,1,0,1,3,2,0
19395,4,2,2,1,2,5,0,4,1,0,0,3,39,0
19396,1,4,9,3,2,4,0,4,1,0,0,4,39,1
19397,1,4,8,2,4,10,1,4,0,1,0,3,39,0
19398,3,4,15,2,0,4,4,4,0,0,0,6,39,0
19399,2,4,9,3,4,13,1,4,0,0,0,3,39,0
19400,2,5,15,2,0,3,1,4,1,0,0,9,39,0
19401,5,5,15,2,6,12,1,4,0,0,0,1,39,0
19402,1,6,8,2,0,7,1,4,0,0,0,3,39,0
19403,2,4,11,2,5,8,1,4,0,0,0,3,39,0
19404,1,4,11,2,4,1,3,4,1,0,0,3,39,0
19405,3,4,11,2,2,7,0,4,1,0,0,5,39,0
19406,3,4,11,2,4,1,1,4,1,0,0,3,39,0
19407,0,4,11,2,4,6,3,4,1,0,0,3,39,0
19408,1,4,9,3,4,8,3,4,0,0,0,2,39,0
19409,3,4,3,0,5,8,1,4,0,0,0,3,26,0
19410,0,4,11,2,4,6,3,4,1,0,0,4,39,0
19411,2,4,9,3,2,12,0,4,1,1,0,4,39,1
19412,1,4,15,2,4,1,4,4,0,0,0,2,39,0
19413,3,2,15,2,0,11,4,4,0,0,0,3,39,0
19414,1,4,15,2,4,6,3,4,1,0,0,5,39,0
19415,2,4,9,3,2,4,0,4,1,0,0,4,0,1
19416,1,4,15,2,4,1,1,4,1,0,0,3,39,0
19417,3,4,11,2,2,10,5,4,0,0,0,3,39,1
19418,3,4,12,3,2,4,5,4,0,0,0,2,39,1
19419,1,4,15,2,0,10,1,4,0,0,0,3,39,0
19420,2,4,10,3,4,10,1,4,0,0,0,7,39,1
19421,3,6,11,2,0,10,1,4,1,0,0,1,39,0
19422,1,4,11,2,4,7,1,2,1,0,0,3,39,0
19423,3,2,12,3,0,10,4,4,0,0,0,3,39,0
19424,1,4,9,3,4,8,3,4,1,0,0,3,39,0
19425,2,4,8,2,4,10,4,4,0,0,0,5,39,0
19426,1,4,9,3,2,4,5,4,0,0,0,3,39,0
19427,2,4,9,3,3,1,1,4,0,0,0,3,39,0
19428,1,2,7,2,4,10,3,4,0,0,0,0,39,0
19429,3,4,6,1,4,9,4,4,0,0,0,3,4,0
19430,2,2,15,2,2,3,0,4,1,0,0,4,39,0
19431,0,4,11,2,4,3,1,4,1,0,0,3,39,0
19432,0,4,11,2,4,1,3,4,1,0,0,3,39,0
19433,1,4,11,2,4,8,1,4,1,0,0,3,38,0
19434,4,0,9,3,2,0,0,4,1,0,0,3,39,0
19435,5,4,12,3,3,4,1,4,1,0,0,5,39,1
19436,3,4,0,1,0,7,1,2,1,0,0,3,39,0
19437,2,4,8,2,2,13,0,4,1,0,0,3,39,1
19438,3,4,15,2,2,4,0,4,1,0,0,4,39,1
19439,4,0,15,2,2,0,0,4,1,1,0,3,39,1
19440,1,4,7,2,4,11,3,4,1,0,0,5,39,0
19441,1,7,15,2,4,4,3,4,1,0,0,0,39,0
19442,3,4,15,2,2,6,0,4,1,0,0,4,39,0
19443,3,2,7,2,2,10,0,4,1,0,0,4,39,0
19444,2,2,15,2,2,1,0,0,1,0,0,3,39,0
19445,1,1,15,2,2,1,0,4,1,1,0,4,5,1
19446,4,4,11,2,2,12,0,4,1,0,0,3,39,1
19447,2,6,11,2,2,3,0,4,1,0,0,8,39,0
19448,3,2,8,2,4,11,4,4,1,0,0,4,39,0
19449,1,4,11,2,2,12,0,4,1,0,1,3,39,0
19450,2,4,12,3,4,12,1,4,1,0,0,4,39,0
19451,3,5,12,3,2,10,0,4,1,0,1,5,39,1
19452,3,4,11,2,2,14,0,4,1,0,0,4,39,1
19453,2,4,9,3,0,10,1,4,1,0,0,3,39,0
19454,1,7,15,2,2,4,0,4,1,0,0,1,39,0
19455,2,5,9,3,4,10,1,4,1,0,0,4,39,1
19456,1,0,11,2,4,0,3,2,1,0,0,1,9,0
19457,1,4,11,2,2,3,0,4,1,0,0,4,39,0
19458,4,4,11,2,6,3,4,2,0,0,0,3,39,0
19459,4,4,8,2,2,4,0,4,1,0,0,3,39,0
19460,4,4,11,2,2,6,0,4,1,0,1,3,39,1
19461,2,4,0,1,2,12,0,4,1,0,0,3,39,0
19462,0,0,11,2,4,0,1,4,0,0,0,1,39,0
19463,5,0,11,2,6,0,1,4,0,0,0,2,39,0
19464,4,4,11,2,2,12,0,4,1,0,0,3,39,0
19465,3,4,12,3,2,10,0,4,1,0,0,5,39,1
19466,0,4,11,2,4,3,3,4,0,0,0,3,39,0
19467,3,2,11,2,2,1,5,4,0,1,0,2,39,1
19468,3,5,9,3,2,4,0,4,1,0,0,5,39,0
19469,0,4,0,1,4,6,2,4,1,0,0,0,8,0
19470,2,4,11,2,0,8,1,4,0,0,0,2,39,0
19471,3,4,11,2,0,4,4,4,0,0,0,3,39,1
19472,1,4,11,2,2,3,0,4,1,0,0,2,39,0
19473,5,4,11,2,0,3,1,4,0,0,0,3,39,0
19474,2,4,9,3,2,4,0,4,1,0,0,4,39,0
19475,4,4,9,3,2,10,0,4,1,0,0,4,39,1
19476,3,7,14,3,2,10,0,2,1,0,0,3,39,0
19477,3,4,9,3,2,13,0,4,1,0,0,4,39,1
19478,3,4,11,2,0,1,4,4,0,0,0,3,39,0
19479,2,4,9,3,0,10,1,4,1,0,0,4,39,0
19480,4,4,10,3,2,10,0,4,1,0,0,4,39,1
19481,3,2,7,2,2,4,0,4,1,0,0,4,39,1
19482,1,4,9,3,4,10,1,4,0,0,0,3,39,0
19483,3,6,15,2,5,10,1,4,1,0,0,1,39,0
19484,4,4,9,3,2,1,0,4,1,0,1,3,39,1
19485,3,4,11,2,4,7,4,0,1,0,0,5,33,0
19486,3,1,12,3,4,10,1,4,0,0,0,3,39,0
19487,3,4,11,2,2,3,0,4,1,0,0,5,39,1
19488,1,4,11,2,2,7,0,4,1,0,1,2,39,1
19489,2,4,8,2,0,4,4,4,0,0,0,3,39,0
19490,6,4,11,2,2,7,0,4,1,0,0,3,39,0
19491,5,4,9,3,2,3,0,4,1,0,0,4,0,0
19492,1,4,8,2,4,10,3,1,1,0,0,3,38,0
19493,6,0,9,3,2,0,0,4,1,0,0,2,39,0
19494,1,4,8,2,4,1,1,4,0,0,0,3,39,0
19495,3,4,15,2,2,1,5,3,0,0,0,2,26,1
19496,6,5,0,1,2,4,5,4,0,1,0,2,39,0
19497,0,4,0,1,4,8,3,2,0,0,0,1,39,0
19498,4,4,8,2,2,13,0,4,1,0,0,3,39,1
19499,4,1,0,1,2,3,0,4,1,0,0,3,39,0
19500,3,4,9,3,2,1,0,4,1,0,0,4,39,1
19501,1,4,11,2,2,6,0,4,1,0,0,3,39,0
19502,2,4,9,3,2,10,5,1,0,0,0,3,30,1
19503,2,4,8,2,2,13,5,4,0,0,0,2,39,1
19504,1,4,11,2,4,8,2,4,1,0,0,2,39,0
19505,1,1,15,2,2,1,0,4,1,0,0,3,39,1
19506,1,4,11,2,4,1,1,4,1,0,0,5,39,0
19507,3,4,12,3,2,10,0,4,1,0,0,5,39,1
19508,3,7,9,3,2,4,0,2,1,0,0,3,39,1
19509,1,4,11,2,2,14,0,4,1,0,0,5,39,0
19510,1,0,12,3,4,0,4,1,1,0,0,1,36,0
19511,4,4,15,2,2,3,0,4,1,0,0,3,39,0
19512,1,4,1,1,2,6,0,1,1,0,1,3,40,0
19513,3,4,15,2,6,8,4,2,0,0,0,3,39,0
19514,3,4,11,2,0,3,3,4,1,0,0,3,33,0
19515,1,4,11,2,4,3,1,4,1,0,0,4,39,0
19516,6,2,11,2,6,8,4,0,0,0,0,3,39,0
19517,1,4,11,2,2,6,0,4,1,0,0,4,39,0
19518,0,4,15,2,4,12,3,4,0,0,0,1,39,0
19519,1,6,11,2,2,12,0,4,1,0,0,3,39,0
19520,4,4,15,2,2,7,0,4,1,0,0,3,39,0
19521,5,4,9,3,2,1,0,4,1,1,0,3,39,0
19522,0,4,11,2,4,7,3,4,1,0,0,3,39,0
19523,2,7,11,2,2,1,5,2,0,0,0,3,39,0
19524,2,4,11,2,2,3,0,4,1,0,0,3,39,0
19525,1,4,15,2,4,12,3,4,1,0,0,3,39,0
19526,3,4,0,1,2,7,0,4,1,0,0,4,39,1
19527,1,2,9,3,4,13,4,1,0,0,0,3,40,0
19528,2,4,15,2,5,1,4,2,0,0,0,3,39,0
19529,1,4,11,2,4,4,1,4,0,0,0,3,39,0
19530,2,4,11,2,2,14,0,4,1,0,0,9,39,0
19531,1,2,9,3,2,11,0,4,1,0,0,3,39,0
19532,2,5,11,2,2,4,0,4,1,0,1,3,39,1
19533,1,4,9,3,4,10,4,4,0,0,0,3,0,0
19534,1,4,15,2,4,4,1,4,0,0,0,3,39,0
19535,3,4,11,2,4,1,2,4,0,0,0,3,39,0
19536,1,6,11,2,4,3,1,4,1,0,1,4,39,0
19537,3,4,15,2,2,11,0,3,1,0,0,3,39,0
19538,2,2,9,3,4,10,1,4,1,0,0,5,39,0
19539,0,4,15,2,4,12,3,1,1,0,0,2,30,0
19540,1,2,2,1,4,6,4,2,0,0,0,1,39,0
19541,2,4,8,2,4,10,1,4,1,0,0,3,39,0
19542,2,4,8,2,0,7,1,2,1,0,0,4,39,0
19543,3,4,11,2,2,3,0,1,1,0,0,3,40,0
19544,2,5,7,2,2,12,0,4,1,0,1,3,39,1
19545,4,0,6,1,0,0,1,4,0,0,0,1,39,0
19546,1,4,9,3,4,10,1,4,1,0,0,2,39,0
19547,1,0,1,1,4,0,1,4,1,0,0,2,39,0
19548,1,4,15,2,4,5,3,4,1,0,0,3,39,0
19549,4,0,11,2,2,0,0,4,1,0,0,3,39,0
19550,2,4,11,2,2,7,0,4,1,0,0,3,39,1
19551,2,4,15,2,2,3,0,4,1,0,0,4,39,1
19552,6,4,0,1,2,7,0,4,1,0,0,3,39,0
19553,4,4,15,2,0,1,4,4,0,0,0,3,39,0
19554,4,6,15,2,4,1,4,4,1,0,0,0,39,0
19555,1,4,9,3,4,12,1,4,0,0,0,3,39,0
19556,2,4,11,2,2,3,0,4,1,1,0,3,39,1
19557,2,4,0,1,0,7,1,4,0,0,0,3,39,0
19558,3,1,8,2,4,10,1,4,0,1,0,3,39,1
19559,3,4,1,1,4,14,1,4,1,0,0,4,39,0
19560,2,1,15,2,4,4,1,2,1,1,0,3,39,1
19561,1,7,15,2,4,1,3,4,0,0,0,3,39,0
19562,1,0,3,0,4,0,3,1,1,0,0,3,30,0
19563,4,4,0,1,2,8,5,2,0,0,0,3,39,0
19564,4,4,12,3,2,10,0,4,1,0,1,5,39,1
19565,3,2,11,2,0,4,4,0,0,0,0,3,39,0
19566,1,4,11,2,0,11,1,4,1,0,0,3,39,0
19567,4,4,7,2,2,12,0,4,1,0,0,4,39,0
19568,3,4,15,2,2,10,0,4,1,0,0,3,39,1
19569,3,4,9,3,2,12,0,4,1,0,0,5,39,1
19570,3,4,15,2,2,8,0,4,1,0,0,5,39,1
19571,2,4,15,2,4,1,4,4,0,1,0,3,39,0
19572,4,6,4,0,2,5,0,4,1,0,0,3,39,0
19573,0,4,11,2,4,12,3,0,0,0,0,2,39,0
19574,1,4,15,2,4,1,3,2,0,0,0,2,39,0
19575,4,2,12,3,2,10,0,4,1,0,0,3,39,1
19576,3,4,15,2,5,12,2,2,0,0,0,3,39,0
19577,4,6,3,0,2,4,0,4,1,1,0,6,22,1
19578,3,2,12,3,2,10,5,4,0,1,0,3,39,1
19579,1,1,9,3,4,11,1,4,1,0,0,4,39,0
19580,1,2,15,2,4,14,4,2,0,0,0,3,39,0
19581,2,2,11,2,4,4,3,0,0,0,0,3,39,0
19582,3,7,11,2,0,4,4,4,0,0,0,3,39,0
19583,1,4,9,3,4,12,2,4,0,0,0,3,39,0
19584,1,2,8,2,4,11,1,4,1,0,0,5,39,0
19585,5,6,4,0,2,5,0,4,1,0,0,6,2,0
19586,3,2,15,2,2,5,0,4,1,0,0,3,39,1
19587,1,4,11,2,4,14,3,4,1,0,0,3,39,0
19588,5,4,11,2,2,10,0,4,1,0,0,2,39,0
19589,1,4,1,1,0,7,4,4,0,0,0,3,39,0
19590,3,4,15,2,0,1,1,4,0,0,0,3,39,0
19591,0,4,15,2,2,3,0,4,1,0,0,3,39,0
19592,3,4,9,3,4,10,1,4,0,0,1,3,39,0
19593,1,2,11,2,2,3,0,4,1,0,0,3,39,0
19594,2,4,11,2,0,7,1,4,1,0,0,3,39,0
19595,3,6,9,3,0,3,3,4,1,0,0,3,39,0
19596,4,4,9,3,2,1,5,4,0,1,0,1,39,1
19597,2,4,15,2,0,10,4,2,0,0,0,3,39,0
19598,0,4,11,2,4,3,1,4,0,0,0,3,39,0
19599,4,4,15,2,2,10,5,4,0,0,0,3,39,0
19600,4,6,11,2,0,3,1,4,1,0,0,3,39,0
19601,4,4,8,2,6,10,1,4,0,0,0,3,39,0
19602,1,4,15,2,5,9,1,4,0,0,0,2,13,0
19603,4,4,11,2,0,12,4,4,0,0,0,4,39,0
19604,3,4,11,2,0,8,1,4,1,0,0,3,39,0
19605,2,2,8,2,2,11,0,4,1,0,0,4,39,0
19606,2,4,11,2,0,14,1,4,1,0,0,3,39,0
19607,3,4,5,0,5,8,1,4,0,0,0,3,39,0
19608,1,4,15,2,2,3,0,4,1,0,0,5,39,1
19609,2,4,9,3,4,10,1,4,1,0,1,3,39,0
19610,2,4,15,2,4,7,2,4,0,0,1,3,15,0
19611,1,4,11,2,4,13,1,4,0,0,0,3,39,0
19612,2,4,15,2,2,12,5,1,0,0,0,3,30,0
19613,0,6,11,2,4,5,3,1,1,0,0,3,39,0
19614,3,4,11,2,0,1,4,2,0,0,0,4,39,0
19615,3,4,11,2,4,13,2,4,1,0,0,3,39,0
19616,5,4,15,2,2,12,0,4,1,1,0,4,39,1
19617,2,0,15,2,2,0,0,4,1,0,0,0,39,0
19618,4,4,9,3,2,4,0,4,1,0,0,5,39,1
19619,2,2,12,3,4,10,1,4,0,0,0,3,39,0
19620,1,4,11,2,4,8,3,4,1,0,0,3,39,0
19621,5,0,11,2,2,0,0,4,1,0,0,0,39,0
19622,2,4,8,2,2,12,0,4,1,0,0,5,39,0
19623,3,4,11,2,0,7,4,4,0,0,0,3,39,0
